# gapseq version: 1.4.0 27684cdd
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
GLYCOGEN-BRANCH-RXN	1,4-alpha-glucan branching enzyme	2.4.1.18		UniRef90_Q0AGJ0	24.448	2.16e-31	130	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	976999	975386	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn06095 rxn08605 rxn09399 rxn13710 rxn15595 rxn19859 rxn24365 rxn24407 rxn27910 rxn28348 rxn31229 	NA	0	1
GLYCOGEN-BRANCH-RXN	1,4-alpha-glucan branching enzyme	2.4.1.18		UniRef90_Q28MN2	24.247	3.95e-31	129	91	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1289948	1291660	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn06095 rxn08605 rxn09399 rxn13710 rxn15595 rxn19859 rxn24365 rxn24407 rxn27910 rxn28348 rxn31229 	NA	0	1
GLYCOGEN-BRANCH-RXN	1,4-alpha-glucan branching enzyme	2.4.1.18		UniRef90_Q07K87	23.776	2.77e-27	116	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	976939	975386	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn06095 rxn08605 rxn09399 rxn13710 rxn15595 rxn19859 rxn24365 rxn24407 rxn27910 rxn28348 rxn31229 	NA	0	1
GLYCOGEN-BRANCH-RXN	1,4-alpha-glucan branching enzyme	2.4.1.18		UniRef90_P30537	25.397	6.48e-25	108	92	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	2095879	2094332	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn06095 rxn08605 rxn09399 rxn13710 rxn15595 rxn19859 rxn24365 rxn24407 rxn27910 rxn28348 rxn31229 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_B9L1J9	33.483	9.29e-77	258	94	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632241	4630928	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_Q2W5G1	37.500	1.03e-74	252	88	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632250	4631216	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_C1AZL1	34.028	2.00e-72	244	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632241	4630997	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_Q1J021	33.929	3.10e-70	238	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632244	4630982	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_A0LVY3	34.821	4.52e-70	238	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632247	4630982	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_A1TRG1	34.023	1.27e-69	237	91	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632250	4631000	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_A1R6L8	33.333	6.30e-63	219	87	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632250	4630976	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_A6M331	33.920	1.10e-63	218	93	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632241	4631075	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_Q0I3H9	32.771	2.53e-62	216	95	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632253	4631075	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_Q2J307	32.426	2.25e-61	213	91	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632253	4631135	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_B2GHR6	32.207	1.02e-61	213	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632247	4630991	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_A6VP17	32.426	1.64e-61	213	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632253	4631000	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_Q28MN1	32.153	3.47e-57	201	84	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632253	4631216	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_P43796	31.066	4.44e-57	201	92	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632253	4630997	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_A5N2Y9	34.161	5.68e-52	184	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4632247	4631306	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
GLUC1PADENYLTRANS-RXN	glucose-1-phosphate adenylyltransferase	2.7.7.27		UniRef90_A6M331	26.158	9.74e-26	107	93	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4049637	4048642	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00695 rxn33894 	NA	0	1
PHOSPHOGLUCMUT-RXN	phosphoglucomutase	5.4.2.2/2.7.5.1		UniRef90_B0RVK5	25.682	8.84e-31	124	95	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3699650	3700942	|GLYCOGENSYNTH-PWY|	good_blast	full	rxn00704 rxn00778 rxn02379 rxn12204 rxn15115 rxn20583 	NA	0	1
GLYOCARBOLIG-RXN	glyoxylate carboligase	4.1.1.47		UniRef90_P0AEP7	36.515	1.04e-93	313	91	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	4818425	4819852	|GLYCOLATEMET-PWY|	good_blast	keyenzyme	rxn00010 	NA	0	1
GLYOCARBOLIG-RXN	glyoxylate carboligase	4.1.1.47		UniRef90_P0AEP7	28.727	1.98e-55	201	91	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	751727	750174	|GLYCOLATEMET-PWY|	good_blast	keyenzyme	rxn00010 	NA	0	1
GKI-RXN	glycerate 2-kinase	2.7.1.165	NA									|GLYCOLATEMET-PWY|	no_blast	keyenzyme	rxn08647 	NA	0	NA
RXN0-7229	glycolate dehydrogenase	1.1.99.14		sp|P0AEP9|GLCD_ECOLI	53.571	4.14e-152	478	90	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	611851	613194	|GLYCOLATEMET-PWY|	good_blast	keyenzyme	rxn05851 rxn08655 rxn11933 rxn19863 rxn34300 	Subunit GlcD	0	1
RXN0-7229	glycolate dehydrogenase	1.1.99.14	NA									|GLYCOLATEMET-PWY|	no_blast	keyenzyme	rxn05851 rxn08655 rxn11933 rxn19863 rxn34300 	Subunit GlcE	0	1
RXN0-7229	glycolate dehydrogenase	1.1.99.14		UniRef90_P52074	32.697	8.62e-60	207	95	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1587358	1588605	|GLYCOLATEMET-PWY|	good_blast	keyenzyme	rxn05851 rxn08655 rxn11933 rxn19863 rxn34300 	Subunit GlcF	0	1
RXN0-7229	glycolate dehydrogenase	1.1.99.14		sp|P52074|GLCF_ECOLI	32.697	8.62e-60	207	95	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1587358	1588605	|GLYCOLATEMET-PWY|	good_blast	keyenzyme	rxn05851 rxn08655 rxn11933 rxn19863 rxn34300 	Subunit OS	0	1
RXN0-7229	glycolate dehydrogenase	1.1.99.14		tr|P74033|P74033_SYNY3	47.706	7.36e-128	405	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3933661	3932366	|GLYCOLATEMET-PWY|	good_blast	keyenzyme	rxn05851 rxn08655 rxn11933 rxn19863 rxn34300 	Subunit undefined	0	1
TSA-REDUCT-RXN	tartronate semialdehyde reductase	1.1.1.60		UniRef90_P0ABQ2	33.948	2.86e-45	161	90	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3619045	3619857	|GLYCOLATEMET-PWY|	good_blast	keyenzyme	rxn01280 rxn01281 rxn27397 	NA	0	1
PEPDEPHOS-RXN	pyruvate kinase	2.7.1.40		UniRef90_P51182	42.931	5.29e-152	481	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1276876	1275155	|GLYCOLYSIS|	good_blast	threshold	rxn00148 rxn00304 rxn00411 rxn00460 rxn00517 rxn00840 rxn01354 rxn01667 rxn32775 	NA	0	1
PEPDEPHOS-RXN	pyruvate kinase	2.7.1.40		UniRef90_O08309	43.633	5.44e-131	416	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1276876	1275473	|GLYCOLYSIS|	good_blast	threshold	rxn00148 rxn00304 rxn00411 rxn00460 rxn00517 rxn00840 rxn01354 rxn01667 rxn32775 	NA	0	1
PEPDEPHOS-RXN	pyruvate kinase	2.7.1.40		UniRef90_P34038	39.280	2.01e-125	405	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1276876	1275155	|GLYCOLYSIS|	good_blast	threshold	rxn00148 rxn00304 rxn00411 rxn00460 rxn00517 rxn00840 rxn01354 rxn01667 rxn32775 	NA	0	1
PEPDEPHOS-RXN	pyruvate kinase	2.7.1.40		UniRef90_P51182	43.606	6.20e-119	386	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	433252	431846	|GLYCOLYSIS|	good_blast	threshold	rxn00148 rxn00304 rxn00411 rxn00460 rxn00517 rxn00840 rxn01354 rxn01667 rxn32775 	NA	0	1
PEPDEPHOS-RXN	pyruvate kinase	2.7.1.40		UniRef90_O08309	41.474	7.53e-119	381	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	433255	431855	|GLYCOLYSIS|	good_blast	threshold	rxn00148 rxn00304 rxn00411 rxn00460 rxn00517 rxn00840 rxn01354 rxn01667 rxn32775 	NA	0	1
PEPDEPHOS-RXN	pyruvate kinase	2.7.1.40		UniRef90_P34038	38.115	1.62e-101	336	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	433252	431819	|GLYCOLYSIS|	good_blast	threshold	rxn00148 rxn00304 rxn00411 rxn00460 rxn00517 rxn00840 rxn01354 rxn01667 rxn32775 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q31QJ8	77.672	0.0	604	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716775	718037	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_A4F804	62.857	1.27e-174	539	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718028	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_B9M3M1	62.919	7.58e-172	531	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716775	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_B7IFN4	62.228	1.88e-169	525	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716784	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_A0JU21	63.070	3.91e-169	523	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q47SV1	63.702	4.16e-168	521	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_P37869	62.410	4.49e-168	521	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716784	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q81X78	61.298	4.35e-166	515	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716784	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q8NRS1	62.350	7.49e-166	514	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_O66778	60.723	5.01e-165	511	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716775	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_A8L149	63.043	1.52e-164	510	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716775	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_B6IQ30	60.190	2.67e-163	507	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718028	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q8Y0B5	62.053	1.39e-162	504	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_P64074	61.190	7.09e-162	503	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_O69174	59.102	6.61e-162	503	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716772	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q898R0	61.985	1.12e-161	502	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716784	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_B1VFL0	60.680	1.01e-157	491	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716784	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q97QS2	57.009	1.47e-156	488	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718028	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_B8FKT4	60.827	1.45e-156	488	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716784	718010	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_A0LW71	60.577	7.51e-157	488	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q1D401	61.098	1.35e-155	485	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716775	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q9CD42	59.286	1.56e-154	482	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716772	718028	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_P9WNL1	59.286	3.00e-154	481	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716772	718028	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_B0RH60	62.830	5.75e-154	480	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q6FAT9	63.397	1.64e-153	479	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716784	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_C4LHL7	59.420	2.15e-153	478	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716784	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q2IWD0	59.479	5.00e-152	474	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718028	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_A6Q5K4	57.353	5.20e-151	471	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716775	717992	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_B7GTK2	56.699	2.58e-149	467	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716769	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_P42848	60.775	9.45e-148	462	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716784	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_P48285	56.220	2.45e-145	455	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716775	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_A6VUU9	61.190	4.73e-145	454	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716784	718019	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_A5EW24	60.476	5.89e-144	451	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716775	718028	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_P75189	56.813	4.57e-140	441	95	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716775	718016	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q8D2K1	54.225	7.24e-140	440	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	716775	718028	|GLYCOLYSIS|	good_blast	threshold	rxn00459 rxn02936 rxn33849 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_A0LDF3	49.903	1.34e-156	492	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184955	3186481	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_Q3JF23	47.318	4.93e-149	470	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184937	3186481	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_Q2SMA7	48.269	8.11e-148	466	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184937	3186478	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_A8G1U9	47.481	7.51e-148	466	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184955	3186481	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_A4ST23	49.706	2.78e-144	456	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184955	3186478	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_Q3IIE4	46.318	3.85e-141	447	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184955	3186478	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_Q1GZ82	46.718	3.53e-141	447	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184949	3186478	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_Q1MPK8	46.705	5.29e-140	444	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184949	3186484	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_Q47VY2	46.065	4.51e-139	441	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184958	3186481	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_P52832	48.733	9.79e-136	431	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184955	3186478	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_C1DDB1	46.525	4.82e-135	429	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184949	3186481	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_A8FHJ1	46.228	8.21e-131	417	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184955	3186484	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_Q3IZB8	48.444	2.65e-130	416	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184955	3186484	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_Q1GCX7	45.087	5.36e-128	409	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184955	3186478	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_Q2GKV7	43.811	1.11e-124	399	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184958	3186478	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12		UniRef90_P59173	34.451	2.79e-81	275	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	3184958	3186454	|GLYCOLYSIS|	good_blast	threshold	rxn01106 rxn18917 rxn33847 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_B7GL27	61.307	2.05e-158	491	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	2772015	2773208	|GLYCOLYSIS|	good_blast	threshold	rxn01100 rxn32521 rxn33845 	NA	0	1
